year,region,SSP1,SSP2,SSP3,SSP4,SSP5
y1982,USA,0.74042,0.74042,0.74042,0.74042,0.74042
y1983,LAM,0.664035789877435,0.664035789877435,0.664035789877435,0.664035789877435,0.664035789877435
y1983,OAS,0.280291226943243,0.280291226943243,0.280291226943243,0.280291226943243,0.280291226943243
y1983,SSA,0.238661210122584,0.238661210122584,0.238661210122584,0.238661210122584,0.238661210122584
y1983,EUR,0.694317156728668,0.694317156728668,0.694317156728668,0.694317156728668,0.694317156728668
y1983,NEU,0.510162058833588,0.510162058833588,0.510162058833588,0.510162058833588,0.510162058833588
y1983,MEA,0.483063517237278,0.483063517237278,0.483063517237278,0.483063517237278,0.483063517237278
y1983,REF,0.638242998645907,0.638242998645907,0.638242998645907,0.638242998645907,0.638242998645907
y1983,CAZ,0.799376345946091,0.799376345946091,0.799376345946091,0.799376345946091,0.799376345946091
y1983,CHA,0.23208854336156,0.23208854336156,0.23208854336156,0.23208854336156,0.23208854336156
y1983,IND,0.23879,0.23879,0.23879,0.23879,0.23879
y1983,JPN,0.76493,0.76493,0.76493,0.76493,0.76493
y1983,USA,0.74194,0.74194,0.74194,0.74194,0.74194
y1984,LAM,0.670322366752157,0.670322366752157,0.670322366752157,0.670322366752157,0.670322366752157
y1984,OAS,0.285441885604683,0.285441885604683,0.285441885604683,0.285441885604683,0.285441885604683
y1984,SSA,0.243532914097494,0.243532914097494,0.243532914097494,0.243532914097494,0.243532914097494
y1984,EUR,0.695420869793275,0.695420869793275,0.695420869793275,0.695420869793275,0.695420869793275
y1984,NEU,0.522041694642842,0.522041694642842,0.522041694642842,0.522041694642842,0.522041694642842
y1984,MEA,0.489219595719709,0.489219595719709,0.489219595719709,0.489219595719709,0.489219595719709
y1984,REF,0.641947440551554,0.641947440551554,0.641947440551554,0.641947440551554,0.641947440551554
y1984,CAZ,0.800272559214628,0.800272559214628,0.800272559214628,0.800272559214628,0.800272559214628
y1984,CHA,0.238588563730306,0.238588563730306,0.238588563730306,0.238588563730306,0.238588563730306
y1984,IND,0.24113,0.24113,0.24113,0.24113,0.24113
y1984,JPN,0.76603,0.76603,0.76603,0.76603,0.76603
y1984,USA,0.74344,0.74344,0.74344,0.74344,0.74344
y1985,LAM,0.676529362801227,0.676529362801227,0.676529362801227,0.676529362801227,0.676529362801227
y1985,OAS,0.290546083042856,0.290546083042856,0.290546083042856,0.290546083042856,0.290546083042856
y1985,SSA,0.248807789420206,0.248807789420206,0.248807789420206,0.248807789420206,0.248807789420206
y1985,EUR,0.696439986314964,0.696439986314964,0.696439986314964,0.696439986314964,0.696439986314964
y1985,NEU,0.534017220296396,0.534017220296396,0.534017220296396,0.534017220296396,0.534017220296396
y1985,MEA,0.495342169444586,0.495342169444586,0.495342169444586,0.495342169444586,0.495342169444586
y1985,REF,0.645358634612497,0.645358634612497,0.645358634612497,0.645358634612497,0.645358634612497
y1985,CAZ,0.801189374825939,0.801189374825939,0.801189374825939,0.801189374825939,0.801189374825939
y1985,CHA,0.245194252653738,0.245194252653738,0.245194252653738,0.245194252653738,0.245194252653738
y1985,IND,0.24348,0.24348,0.24348,0.24348,0.24348
y1985,JPN,0.76712,0.76712,0.76712,0.76712,0.76712
y1985,USA,0.74494,0.74494,0.74494,0.74494,0.74494
y1986,LAM,0.682580938472535,0.682580938472535,0.682580938472535,0.682580938472535,0.682580938472535
